H,b_block,candidate_added_by_converter,candidate_export_compatibility,candidate_export_table,candidate_kind,candidate_sizing_policy,carrier,charge_efficiency,charge_rating,cost_inv_block,discharge_efficiency,discharge_rating,e_block,energy,energy_rating,energy_raw,gscr_rhs_uses_nameplate,id,index,marginal_cost,n_block0,n_block_max,na0,na0_corrected,na0_correction_policy,name,p_block_max,p_block_max_pu,p_block_min,p_block_min_pu,ps,q_block_max,q_block_min,qs,shutdown_block_cost,startup_block_cost,status,storage_bus,type,x_gfm
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,63,63,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_ch1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,6,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,64,64,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_ch1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,6,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,65,65,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_cz1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,7,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,66,66,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_cz1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,7,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,67,67,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_de1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,8,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,68,68,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_de1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,8,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,69,69,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_dk1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,9,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,70,70,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_dk1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,9,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,71,71,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_dk2_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,10,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,72,72,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_dk2_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,10,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,73,73,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_ee6_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,11,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,74,74,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_ee6_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,11,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,75,75,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_es1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,12,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,76,76,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_es1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,12,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,77,77,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_es4_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,13,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,78,78,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_es4_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,13,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,79,79,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_fi2_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,14,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,80,80,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_fi2_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,14,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,81,81,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_fr1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,15,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,82,82,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_fr1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,15,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,83,83,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_gb0_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,16,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,84,84,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_gb0_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,16,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,85,85,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_gb5_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,17,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,86,86,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_gb5_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,17,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,87,87,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_gr1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,18,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,88,88,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_gr1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,18,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,89,89,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_hr1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,19,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,90,90,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_hr1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,19,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,91,91,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_hu1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,20,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,92,92,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_hu1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,20,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,93,93,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_ie5_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,21,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,94,94,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_ie5_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,21,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,95,95,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_it1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,22,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,96,96,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_it1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,22,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,97,97,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_it3_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,23,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,98,98,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_it3_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,23,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,99,99,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_lt6_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,24,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,100,100,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_lt6_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,24,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,101,101,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_lu1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,25,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,102,102,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_lu1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,25,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,103,103,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_lv6_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,26,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,104,104,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_lv6_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,26,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,105,105,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_me1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,27,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,106,106,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_me1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,27,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,107,107,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_mk1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,28,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,108,108,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_mk1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,28,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,109,109,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_nl1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,29,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,110,110,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_nl1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,29,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,111,111,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_no2_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,30,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,112,112,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_no2_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,30,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,113,113,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_pl1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,31,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,114,114,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_pl1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,31,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,115,115,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_pt1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,32,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,116,116,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_pt1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,32,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,117,117,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_ro1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,33,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,118,118,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_ro1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,33,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,119,119,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_rs1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,34,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,120,120,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_rs1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,34,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,121,121,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_se2_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,35,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,122,122,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_se2_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,35,gfm,0.2
0.0,0.0,true,block_fields_required,storage,battery_gfl,fixed_config,battery_gfl,1.0,0.0,396341.1111467573,1.0,0.0,600.0,0.0,0.0,0.0,true,123,123,0.00999209748519236,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfl_si1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,36,gfl,0.0
10.0,5.0,true,block_fields_required,storage,battery_gfm,fixed_config,battery_gfm,1.0,0.0,421112.43059342966,1.0,0.0,600.0,0.0,0.0,0.0,true,124,124,0.010616603578016883,0,1000,0.0,false,clip_na0_to_n0,candidate_battery_gfm_si1_0,100.0,1.0,0.0,0.0,0.0,60.0,-60.0,0.0,0.0,0.0,1,36,gfm,0.2
